Method,Round,SelectedClients,MeanStaleness,ValMacroF1,MeanLocalLoss
AgriTrust-ACFL,28,9,2.4444444444444446,0.6346670960597919,0.32102952822431835
AgriTrust-ACFL,29,9,1.3333333333333333,0.4881751304970148,0.3360423198217211
AgriTrust-ACFL,30,9,1.3333333333333333,0.523873994133219,0.43429153502745543
AgriTrust-ACFL,31,8,1.375,0.5793121557786873,0.30534445945298383
AgriTrust-ACFL,32,7,1.2857142857142858,0.5797882868491222,0.6167013888424684
AgriTrust-ACFL,33,9,1.5555555555555556,0.5968844390301264,0.3637297895161922
AgriTrust-ACFL,34,9,1.5555555555555556,0.5211852173317386,0.31534938743844504
AgriTrust-ACFL,35,10,0.4,0.5239073190479614,0.3867970112063511
AgriTrust-ACFL,36,8,1.125,0.5872193103704387,0.58688508679554
AgriTrust-ACFL,37,9,1.5555555555555556,0.6766531266749901,0.32504785228110045
AgriTrust-ACFL,38,7,1.1428571428571428,0.5323054657865944,0.3092781185456276
AgriTrust-ACFL,39,9,1.1111111111111112,0.6227595059596426,0.3683497339320807
AgriTrust-ACFL,40,7,0.8571428571428571,0.6153704885949118,0.4685116809181828
